OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
26419;A000616431;D969R;ADRIATIC OSIGURANJE D.D.
26420;A000616461;A342S;UNISALUTE S.P.A.
26421;A000616461;A505S;UNIPOL ASSICURAZIONI S.P.A.
26422;A000616467;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26423;A000616467;D952R;LLOYD'S INSURANCE COMPANY SA
26424;A000616524;A037S;AXA ASSICURAZIONI S.P.A.
26425;A000616524;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26426;A000616524;C399R;INTER PARTNER ASSISTANCE SA
26427;A000616560;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26428;A000616812;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26429;A000616812;A294S;SARA VITA S.P.A.
26430;A000616833;A135S;VITTORIA ASSICURAZIONI S.P.A.
26431;A000616833;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26432;A000616834;A342S;UNISALUTE S.P.A.
26433;A000616834;A505S;UNIPOL ASSICURAZIONI S.P.A.
26434;A000616835;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26435;A000616875;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26436;A000616875;D952R;LLOYD'S INSURANCE COMPANY SA
26437;A000616937;A342S;UNISALUTE S.P.A.
26438;A000616937;A505S;UNIPOL ASSICURAZIONI S.P.A.
26439;A000616947;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26440;A000616947;D866R;ZURICH INSURANCE EUROPE AG
26441;A000616947;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
26442;A000616947;X497R;ZURICH INSURANCE COMPANY LTD
26443;A000617134;A342S;UNISALUTE S.P.A.
26444;A000617134;A505S;UNIPOL ASSICURAZIONI S.P.A.
26445;A000617139;A044S;GENERALI ITALIA S.P.A.
26446;A000617139;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26447;A000617139;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26448;A000617267;10104;ERGO VERSICHERUNG AG
26449;A000617267;40442;ARCH INSURANCE (EU) DAC
26450;A000617267;A480S;REVO INSURANCE S.P.A.
26451;A000617267;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26452;A000617267;C218R;HDI GLOBAL SE
26453;A000617267;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26454;A000617267;D924R;HDI GLOBAL SPECIALTY SE
26455;A000617267;D951R;SI INSURANCE (EUROPE), SA
26456;A000617267;D957R;CHUBB EUROPEAN GROUP SE
26457;A000617267;D962R;XL INSURANCE COMPANY SE
26458;A000617267;D963R;LIBERTY MUTUAL INSURANCE EUROPE SE
26459;A000617301;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26460;A000617301;D969R;ADRIATIC OSIGURANJE D.D.
26461;A000617342;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26462;A000617342;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26463;A000617342;D952R;LLOYD'S INSURANCE COMPANY SA
26464;A000617436;A135S;VITTORIA ASSICURAZIONI S.P.A.
26465;A000617436;A463S;ALLIANZ SOCIETA' PER AZIONI
26466;A000617470;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26467;A000617470;A294S;SARA VITA S.P.A.
26468;A000617486;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26469;A000617486;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26470;A000617486;A463S;ALLIANZ SOCIETA' PER AZIONI
26471;A000617486;D866R;ZURICH INSURANCE EUROPE AG
26472;A000617486;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
26473;A000617486;X497R;ZURICH INSURANCE COMPANY LTD
26474;A000617641;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26475;A000617679;A342S;UNISALUTE S.P.A.
26476;A000617679;A505S;UNIPOL ASSICURAZIONI S.P.A.
26477;A000617703;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26478;A000617703;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26479;A000617714;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26480;A000617714;A339S;CNP VITA ASSICURA S.P.A.
26481;A000617714;A463S;ALLIANZ SOCIETA' PER AZIONI
26482;A000617769;A342S;UNISALUTE S.P.A.
26483;A000617769;A505S;UNIPOL ASSICURAZIONI S.P.A.
26484;A000617771;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26485;A000617844;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26486;A000617844;D952R;LLOYD'S INSURANCE COMPANY SA
26487;A000617931;A044S;GENERALI ITALIA S.P.A.
26488;A000617931;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26489;A000617931;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26490;A000618357;A055X;HDI ASSICURAZIONI S.P.A.
26491;A000618358;A342S;UNISALUTE S.P.A.
26492;A000618358;A505S;UNIPOL ASSICURAZIONI S.P.A.
26493;A000618369;A044S;GENERALI ITALIA S.P.A.
26494;A000618369;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26495;A000618369;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26496;A000618372;A342S;UNISALUTE S.P.A.
26497;A000618372;A416S;COMPAGNIA ASSICURATRICE LINEAR S.P.A.
26498;A000618372;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26499;A000618372;A505S;UNIPOL ASSICURAZIONI S.P.A.
26500;A000618372;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26501;A000618387;A342S;UNISALUTE S.P.A.
26502;A000618387;A505S;UNIPOL ASSICURAZIONI S.P.A.
26503;A000618413;A135S;VITTORIA ASSICURAZIONI S.P.A.
26504;A000618449;A342S;UNISALUTE S.P.A.
26505;A000618449;A505S;UNIPOL ASSICURAZIONI S.P.A.
26506;A000618522;A037S;AXA ASSICURAZIONI S.P.A.
26507;A000618522;C399R;INTER PARTNER ASSISTANCE SA
26508;A000618522;D870R;AXA LIFE EUROPE DAC
26509;A000618522;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26510;A000618604;A044S;GENERALI ITALIA S.P.A.
26511;A000618604;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26512;A000618604;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26513;A000618733;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26514;A000618733;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26515;A000618780;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26516;A000618780;A463S;ALLIANZ SOCIETA' PER AZIONI
26517;A000618780;D891R;AWP P&C S.A.
26518;A000618780;D969R;ADRIATIC OSIGURANJE D.D.
26519;A000618874;A044S;GENERALI ITALIA S.P.A.
26520;A000618874;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26521;A000618981;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26522;A000618981;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26523;A000619009;A342S;UNISALUTE S.P.A.
26524;A000619009;A505S;UNIPOL ASSICURAZIONI S.P.A.
26525;A000619231;A037S;AXA ASSICURAZIONI S.P.A.
26526;A000619231;C399R;INTER PARTNER ASSISTANCE SA
26527;A000619263;A337S;NOBIS VITA S.P.A.
26528;A000619263;A339S;CNP VITA ASSICURA S.P.A.
26529;A000619263;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26530;A000619263;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26531;A000619500;A044S;GENERALI ITALIA S.P.A.
26532;A000619500;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26533;A000619500;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26534;A000619646;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26535;A000619692;A055X;HDI ASSICURAZIONI S.P.A.
26536;A000619692;A463S;ALLIANZ SOCIETA' PER AZIONI
26537;A000619724;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26538;A000619724;A342S;UNISALUTE S.P.A.
26539;A000619724;A505S;UNIPOL ASSICURAZIONI S.P.A.
26540;A000619849;A055X;HDI ASSICURAZIONI S.P.A.
26541;A000619849;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26542;A000619849;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26543;A000619849;D866R;ZURICH INSURANCE EUROPE AG
26544;A000619849;X497R;ZURICH INSURANCE COMPANY LTD
26545;A000619917;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26546;A000619918;A135S;VITTORIA ASSICURAZIONI S.P.A.
26547;A000619993;A055X;HDI ASSICURAZIONI S.P.A.
26548;A000619993;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26549;A000620067;A342S;UNISALUTE S.P.A.
26550;A000620067;A505S;UNIPOL ASSICURAZIONI S.P.A.
26551;A000620069;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26552;A000620069;A342S;UNISALUTE S.P.A.
26553;A000620069;A484S;TUTELA LEGALE S.P.A.
26554;A000620069;A505S;UNIPOL ASSICURAZIONI S.P.A.
26555;A000620363;A037S;AXA ASSICURAZIONI S.P.A.
26556;A000620363;A342S;UNISALUTE S.P.A.
26557;A000620363;A505S;UNIPOL ASSICURAZIONI S.P.A.
26558;A000620401;A342S;UNISALUTE S.P.A.
26559;A000620401;A505S;UNIPOL ASSICURAZIONI S.P.A.
26560;A000620431;A037S;AXA ASSICURAZIONI S.P.A.
26561;A000620444;A342S;UNISALUTE S.P.A.
26562;A000620444;A505S;UNIPOL ASSICURAZIONI S.P.A.
26563;A000620496;A480S;REVO INSURANCE S.P.A.
26564;A000620496;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26565;A000620496;D932R;ELIPS LIFE LTD
26566;A000620496;D951R;SI INSURANCE (EUROPE), SA
26567;A000620496;D952R;LLOYD'S INSURANCE COMPANY SA
26568;A000620496;D955R;CNA INSURANCE COMPANY (EUROPE) S.A.
26569;A000620496;D963R;LIBERTY MUTUAL INSURANCE EUROPE SE
26570;A000620512;A055X;HDI ASSICURAZIONI S.P.A.
26571;A000620566;A135S;VITTORIA ASSICURAZIONI S.P.A.
26572;A000620674;A342S;UNISALUTE S.P.A.
26573;A000620674;A505S;UNIPOL ASSICURAZIONI S.P.A.
26574;A000620815;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26575;A000621123;A175S;SIAT SOCIETA' ITALIANA ASSICURAZIONI E RIASSICURAZIONI PER AZIONI
26576;A000621123;A342S;UNISALUTE S.P.A.
26577;A000621123;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26578;A000621123;A505S;UNIPOL ASSICURAZIONI S.P.A.
26579;A000621149;A463S;ALLIANZ SOCIETA' PER AZIONI
26580;A000621149;D878R;ALLIANZ GLOBAL LIFE DAC
26581;A000621149;D891R;AWP P&C S.A.
26582;A000621149;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
26583;A000621171;A342S;UNISALUTE S.P.A.
26584;A000621171;A505S;UNIPOL ASSICURAZIONI S.P.A.
26585;A000621174;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26586;A000621174;A294S;SARA VITA S.P.A.
26587;A000621182;A337S;NOBIS VITA S.P.A.
26588;A000621182;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26589;A000621340;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26590;A000621372;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26591;A000621372;A484S;TUTELA LEGALE S.P.A.
26592;A000621372;D952R;LLOYD'S INSURANCE COMPANY SA
26593;A000621592;A037S;AXA ASSICURAZIONI S.P.A.
26594;A000621592;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26595;A000621592;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26596;A000621592;C399R;INTER PARTNER ASSISTANCE SA
26597;A000621592;D952R;LLOYD'S INSURANCE COMPANY SA
26598;A000621893;A055X;HDI ASSICURAZIONI S.P.A.
26599;A000621893;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26600;A000621893;A342S;UNISALUTE S.P.A.
26601;A000621893;A505S;UNIPOL ASSICURAZIONI S.P.A.
26602;A000621958;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26603;A000622415;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26604;A000622430;A342S;UNISALUTE S.P.A.
26605;A000622430;A505S;UNIPOL ASSICURAZIONI S.P.A.
26606;A000622431;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
26607;A000622454;A292S;HELVETIA ITALIA ASSICURAZIONI S.P.A.
26608;A000622454;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26609;A000622454;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26610;A000622454;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26611;A000622457;A044S;GENERALI ITALIA S.P.A.
26612;A000622457;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26613;A000622463;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
26614;A000622463;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26615;A000622477;A342S;UNISALUTE S.P.A.
26616;A000622477;A505S;UNIPOL ASSICURAZIONI S.P.A.
26617;A000622480;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26618;A000622480;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26619;A000622482;A463S;ALLIANZ SOCIETA' PER AZIONI
26620;A000622482;C399R;INTER PARTNER ASSISTANCE SA
26621;A000622520;A044S;GENERALI ITALIA S.P.A.
26622;A000622520;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26623;A000622520;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
26624;A000622520;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
26625;A000622520;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
26626;A000622520;A416S;COMPAGNIA ASSICURATRICE LINEAR S.P.A.
26627;A000622520;D866R;ZURICH INSURANCE EUROPE AG
26628;A000622520;D969R;ADRIATIC OSIGURANJE D.D.
26629;A000622520;X497R;ZURICH INSURANCE COMPANY LTD
26630;A000622536;A342S;UNISALUTE S.P.A.
26631;A000622536;A505S;UNIPOL ASSICURAZIONI S.P.A.
26632;A000622601;A055X;HDI ASSICURAZIONI S.P.A.
26633;A000622717;A044S;GENERALI ITALIA S.P.A.
26634;A000622717;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26635;A000622892;A342S;UNISALUTE S.P.A.
26636;A000622892;A505S;UNIPOL ASSICURAZIONI S.P.A.
26637;A000623200;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26638;A000623200;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26639;A000623200;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
26640;A000623200;A339S;CNP VITA ASSICURA S.P.A.
26641;A000623200;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26642;A000623200;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26643;A000623200;A463S;ALLIANZ SOCIETA' PER AZIONI
26644;A000623200;D866R;ZURICH INSURANCE EUROPE AG
26645;A000623200;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26646;A000623200;X497R;ZURICH INSURANCE COMPANY LTD
26647;A000623269;A342S;UNISALUTE S.P.A.
26648;A000623269;A505S;UNIPOL ASSICURAZIONI S.P.A.
26649;A000623389;A342S;UNISALUTE S.P.A.
26650;A000623389;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26651;A000623389;A505S;UNIPOL ASSICURAZIONI S.P.A.
26652;A000623389;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26653;A000623391;A037S;AXA ASSICURAZIONI S.P.A.
26654;A000623391;C399R;INTER PARTNER ASSISTANCE SA
26655;A000623409;A463S;ALLIANZ SOCIETA' PER AZIONI
26656;A000623409;D878R;ALLIANZ GLOBAL LIFE DAC
26657;A000623409;D891R;AWP P&C S.A.
26658;A000623409;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
26659;A000623419;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26660;A000623872;A055X;HDI ASSICURAZIONI S.P.A.
26661;A000623872;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26662;A000623874;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26663;A000623874;A342S;UNISALUTE S.P.A.
26664;A000623874;A505S;UNIPOL ASSICURAZIONI S.P.A.
26665;A000624229;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
26666;A000624229;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
26667;A000624240;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26668;A000624240;A183S;ITAS VITA S.P.A.
26669;A000624280;20211;AUSTRION LIFE INSURANCE AG
26670;A000624280;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26671;A000624280;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26672;A000624280;A463S;ALLIANZ SOCIETA' PER AZIONI
26673;A000624280;D891R;AWP P&C S.A.
26674;A000624280;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26675;A000624285;A342S;UNISALUTE S.P.A.
26676;A000624285;A505S;UNIPOL ASSICURAZIONI S.P.A.
26677;A000624329;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26678;A000624329;A294S;SARA VITA S.P.A.
26679;A000624412;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26680;A000624412;A294S;SARA VITA S.P.A.
26681;A000624468;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26682;A000624565;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26683;A000624565;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26684;A000624565;A463S;ALLIANZ SOCIETA' PER AZIONI
26685;A000624565;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
26686;A000624565;D878R;ALLIANZ GLOBAL LIFE DAC
26687;A000624565;D891R;AWP P&C S.A.
26688;A000624565;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
26689;A000624591;A342S;UNISALUTE S.P.A.
26690;A000624591;A478S;AMTRUST ASSICURAZIONI S.P.A.
26691;A000624591;A505S;UNIPOL ASSICURAZIONI S.P.A.
26692;A000624790;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26693;A000624790;D866R;ZURICH INSURANCE EUROPE AG
26694;A000625040;A037S;AXA ASSICURAZIONI S.P.A.
26695;A000625040;C399R;INTER PARTNER ASSISTANCE SA
26696;A000625040;D870R;AXA LIFE EUROPE DAC
26697;A000625040;D962R;XL INSURANCE COMPANY SE
26698;A000625048;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26699;A000625048;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26700;A000625076;A342S;UNISALUTE S.P.A.
26701;A000625076;A505S;UNIPOL ASSICURAZIONI S.P.A.
26702;A000625310;A342S;UNISALUTE S.P.A.
26703;A000625310;A505S;UNIPOL ASSICURAZIONI S.P.A.
26704;A000625506;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26705;A000625524;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26706;A000625524;D969R;ADRIATIC OSIGURANJE D.D.
26707;A000625579;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26708;A000625579;A339S;CNP VITA ASSICURA S.P.A.
26709;A000625579;A463S;ALLIANZ SOCIETA' PER AZIONI
26710;A000625579;D891R;AWP P&C S.A.
26711;A000625616;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
26712;A000625616;A339S;CNP VITA ASSICURA S.P.A.
26713;A000625616;A463S;ALLIANZ SOCIETA' PER AZIONI
26714;A000625616;D878R;ALLIANZ GLOBAL LIFE DAC
26715;A000625616;D891R;AWP P&C S.A.
26716;A000625662;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26717;A000625662;D969R;ADRIATIC OSIGURANJE D.D.
26718;A000625788;A055X;HDI ASSICURAZIONI S.P.A.
26719;A000625788;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26720;A000625788;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26721;A000626066;A135S;VITTORIA ASSICURAZIONI S.P.A.
26722;A000626193;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26723;A000626423;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26724;A000626423;A294S;SARA VITA S.P.A.
26725;A000626444;A342S;UNISALUTE S.P.A.
26726;A000626444;A505S;UNIPOL ASSICURAZIONI S.P.A.
26727;A000626444;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26728;A000626446;A135S;VITTORIA ASSICURAZIONI S.P.A.
26729;A000626490;A492S;S2C S.P.A. COMPAGNIA DI ASSICURAZIONI DI CREDITI E CAUZIONI
26730;A000626548;A342S;UNISALUTE S.P.A.
26731;A000626548;A505S;UNIPOL ASSICURAZIONI S.P.A.
26732;A000626549;A135S;VITTORIA ASSICURAZIONI S.P.A.
26733;A000626873;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26734;A000626888;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26735;A000626896;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26736;A000626896;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26737;A000626903;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26738;A000626903;A463S;ALLIANZ SOCIETA' PER AZIONI
26739;A000626903;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26740;A000626928;A342S;UNISALUTE S.P.A.
26741;A000626928;A505S;UNIPOL ASSICURAZIONI S.P.A.
26742;A000626961;A342S;UNISALUTE S.P.A.
26743;A000626961;A505S;UNIPOL ASSICURAZIONI S.P.A.
26744;A000627056;A037S;AXA ASSICURAZIONI S.P.A.
26745;A000627056;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
26746;A000627056;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26747;A000627056;C399R;INTER PARTNER ASSISTANCE SA
26748;A000627069;A342S;UNISALUTE S.P.A.
26749;A000627069;A505S;UNIPOL ASSICURAZIONI S.P.A.
26750;A000627224;A044S;GENERALI ITALIA S.P.A.
26751;A000627224;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26752;A000627358;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26753;A000627358;D866R;ZURICH INSURANCE EUROPE AG
26754;A000627358;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
26755;A000627358;X497R;ZURICH INSURANCE COMPANY LTD
26756;A000627388;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26757;A000627388;A294S;SARA VITA S.P.A.
26758;A000627388;A484S;TUTELA LEGALE S.P.A.
26759;A000627436;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26760;A000627436;A342S;UNISALUTE S.P.A.
26761;A000627436;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26762;A000627436;A505S;UNIPOL ASSICURAZIONI S.P.A.
26763;A000627564;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26764;A000627564;A294S;SARA VITA S.P.A.
26765;A000627566;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26766;A000627575;A044S;GENERALI ITALIA S.P.A.
26767;A000627846;A342S;UNISALUTE S.P.A.
26768;A000627846;A505S;UNIPOL ASSICURAZIONI S.P.A.
26769;A000627948;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26770;A000628168;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26771;A000628168;A463S;ALLIANZ SOCIETA' PER AZIONI
26772;A000628168;D866R;ZURICH INSURANCE EUROPE AG
26773;A000628168;D878R;ALLIANZ GLOBAL LIFE DAC
26774;A000628168;D891R;AWP P&C S.A.
26775;A000628168;D945R;REAL GARANT VERSICHERUNG AKTIENGESELLSCHAFT
26776;A000628168;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
26777;A000628168;X497R;ZURICH INSURANCE COMPANY LTD
26778;A000628390;A135S;VITTORIA ASSICURAZIONI S.P.A.
26779;A000628397;A044S;GENERALI ITALIA S.P.A.
26780;A000628562;A342S;UNISALUTE S.P.A.
26781;A000628562;A505S;UNIPOL ASSICURAZIONI S.P.A.
26782;A000628691;A135S;VITTORIA ASSICURAZIONI S.P.A.
